news_no,user_no,news_spred_no,source,fake_news,followers_no
56,7646,1,Bf,0,1
140,7647,1,Bf,1,5
140,7648,1,Bf,1,21
138,7649,1,Bf,1,14
72,7650,1,Bf,0,75
32,7651,1,Bf,0,3
93,7651,1,Bf,1,12
180,7651,1,Bf,1,7
180,7652,1,Bf,1,6
32,7653,1,Bf,0,165
168,7654,1,Bf,1,164
180,7654,2,Bf,1,31
115,7655,1,Bf,1,2
140,7656,1,Bf,1,72
73,7657,1,Bf,0,17
6,7658,1,Bf,0,30
168,7659,1,Bf,1,48
180,7659,1,Bf,1,5
93,7660,1,Bf,1,37
110,7660,1,Bf,1,9
126,7661,1,Bf,1,6
153,7662,1,Bf,1,16
50,7663,1,Bf,0,32
168,7664,1,Bf,1,3
91,7665,1,Bf,0,25
171,7666,1,Bf,1,5
153,7667,1,Bf,1,4
6,7668,1,Bf,0,2
13,7669,1,Bf,0,81
15,7669,1,Bf,0,97
21,7669,1,Bf,0,13
42,7669,1,Bf,0,23
46,7670,1,Bf,0,71
95,7671,1,Bf,1,2
153,7672,1,Bf,1,5
6,7673,1,Bf,0,5
32,7674,1,Bf,0,1
46,7675,1,Bf,0,2
77,7675,1,Bf,0,17
153,7676,1,Bf,1,2
80,7677,1,Bf,0,14
153,7678,1,Bf,1,9
95,7679,1,Bf,1,6
126,7679,1,Bf,1,109
182,7679,1,Bf,1,25
72,7680,4,Bf,0,1
56,7681,1,Bf,0,7
72,7682,1,Bf,0,2
56,7683,1,Bf,0,14
140,7684,1,Bf,1,2
87,7685,1,Bf,0,7
110,7686,1,Bf,1,64
120,7687,1,Bf,1,24
144,7687,1,Bf,1,4
16,7688,1,Bf,0,36
32,7689,1,Bf,0,3
42,7690,1,Bf,0,8
77,7691,1,Bf,0,23
173,7692,1,Bf,1,21
138,7693,1,Bf,1,14
31,7694,1,Bf,0,64
153,7695,1,Bf,1,16
127,7696,1,Bf,1,71
150,7697,1,Bf,1,163
151,7698,1,Bf,1,48
180,7699,1,Bf,1,4
142,7700,1,Bf,1,1
30,7701,1,Bf,0,2
181,7702,1,Bf,1,13
162,7703,1,Bf,1,6
45,7704,1,Bf,0,15
57,7704,1,Bf,0,178
64,7704,1,Bf,0,23
66,7704,1,Bf,0,140
73,7704,1,Bf,0,7
72,7705,1,Bf,0,801
150,7706,1,Bf,1,66
168,7707,1,Bf,1,13
89,7708,2,Bf,0,56
87,7709,1,Bf,0,40
153,7710,1,Bf,1,6
18,7711,1,Bf,0,22
45,7712,1,Bf,0,81
6,7713,1,Bf,0,15
110,7714,1,Bf,1,1
138,7714,1,Bf,1,96
32,7715,1,Bf,0,124
44,7716,1,Bf,0,99
140,7717,1,Bf,1,6
140,7718,1,Bf,1,3
87,7719,1,Bf,0,27
42,7720,1,Bf,0,32
142,7721,1,Bf,1,154
87,7722,1,Bf,0,27
34,7723,1,Bf,0,6
93,7724,1,Bf,1,1
56,7725,1,Bf,0,4
180,7726,1,Bf,1,104
56,7727,1,Bf,0,6
153,7728,1,Bf,1,3
93,7729,1,Bf,1,15
140,7729,1,Bf,1,8
6,7730,1,Bf,0,4
140,7731,1,Bf,1,1
91,7732,1,Bf,0,5
89,7733,1,Bf,0,46
6,7734,1,Bf,0,16
87,7735,1,Bf,0,4
119,7736,1,Bf,1,147
72,7737,1,Bf,0,16
42,7738,1,Bf,0,1
58,7739,1,Bf,0,98
121,7740,1,Bf,1,4
171,7740,1,Bf,1,30
180,7740,1,Bf,1,1
140,7741,1,Bf,1,11
138,7742,1,Bf,1,2
168,7742,1,Bf,1,21
46,7743,1,Bf,0,22
6,7744,1,Bf,0,14
127,7745,1,Bf,1,2
109,7746,1,Bf,1,5
93,7747,1,Bf,1,3
93,7748,1,Bf,1,7
153,7749,1,Bf,1,86
121,7750,1,Bf,1,15
87,7751,1,Bf,0,204
16,7752,1,Bf,0,99
180,7753,1,Bf,1,58
126,7754,1,Bf,1,25
142,7754,1,Bf,1,116
91,7755,1,Bf,0,21
10,7756,1,Bf,0,9
21,7756,1,Bf,0,11
41,7756,1,Bf,0,10
42,7756,1,Bf,0,1
136,7757,1,Bf,1,24
168,7757,1,Bf,1,2
171,7757,1,Bf,1,24
45,7758,1,Bf,0,15
181,7759,1,Bf,1,21
109,7760,1,Bf,1,86
181,7760,1,Bf,1,35
126,7761,1,Bf,1,6
138,7761,1,Bf,1,2
79,7762,1,Bf,0,27
114,7762,1,Bf,1,1
153,7762,1,Bf,1,35
91,7763,1,Bf,0,3
16,7764,1,Bf,0,98
42,7765,2,Bf,0,5
32,7766,1,Bf,0,3
98,7767,1,Bf,1,16
106,7767,1,Bf,1,32
32,7768,1,Bf,0,11
113,7768,1,Bf,1,2
115,7769,1,Bf,1,13
150,7770,1,Bf,1,41
32,7771,1,Bf,0,27
10,7772,2,Bf,0,5
12,7772,2,Bf,0,42
32,7772,2,Bf,0,2
41,7772,1,Bf,0,22
42,7772,1,Bf,0,4
87,7772,2,Bf,0,2
87,7773,1,Bf,0,13
45,7774,1,Bf,0,18
45,7775,1,Bf,0,15
168,7776,1,Bf,1,1
154,7777,1,Bf,1,4
140,7778,1,Bf,1,158
45,7779,1,Bf,0,123
171,7780,1,Bf,1,1
180,7780,1,Bf,1,114
181,7780,1,Bf,1,4
93,7781,1,Bf,1,4
140,7781,1,Bf,1,1
140,7782,1,Bf,1,140
181,7783,1,Bf,1,4
72,7784,1,Bf,0,38
153,7785,1,Bf,1,15
45,7786,1,Bf,0,3
72,7787,1,Bf,0,92
150,7787,1,Bf,1,25
153,7787,1,Bf,1,226
77,7788,1,Bf,0,12
50,7789,1,Bf,0,9
87,7790,1,Bf,0,14
32,7791,2,Bf,0,23
15,7792,1,Bf,0,5
41,7792,1,Bf,0,104
42,7792,1,Bf,0,12
45,7792,1,Bf,0,55
73,7792,1,Bf,0,117
32,7793,1,Bf,0,19
45,7794,1,Bf,0,18
18,7795,1,Bf,0,19
127,7796,1,Bf,1,26
17,7797,1,Bf,0,1
32,7798,1,Bf,0,2
180,7799,1,Bf,1,51
153,7800,1,Bf,1,9
87,7801,1,Bf,0,5
154,7802,1,Bf,1,1130
10,7803,1,Bf,0,19
21,7803,1,Bf,0,3
41,7803,1,Bf,0,2
42,7803,1,Bf,0,20
45,7803,1,Bf,0,11
77,7803,1,Bf,0,103
168,7804,1,Bf,1,3
6,7805,1,Bf,0,14
6,7806,1,Bf,0,60
32,7807,1,Bf,0,1
153,7808,1,Bf,1,71
175,7809,1,Bf,1,90
180,7810,1,Bf,1,3
153,7811,1,Bf,1,54
138,7812,1,Bf,1,17
113,7813,1,Bf,1,40
142,7813,1,Bf,1,7
168,7814,1,Bf,1,4
87,7815,1,Bf,0,143
32,7816,1,Bf,0,14
89,7816,1,Bf,0,14
110,7817,2,Bf,1,48
125,7817,1,Bf,1,1
128,7817,1,Bf,1,4
138,7817,1,Bf,1,19
127,7818,1,Bf,1,7
32,7819,1,Bf,0,1
140,7820,1,Bf,1,91
72,7821,1,Bf,0,22
45,7822,1,Bf,0,7
45,7823,1,Bf,0,58
153,7824,1,Bf,1,19
32,7825,1,Bf,0,9
46,7825,1,Bf,0,15
93,7825,2,Bf,1,13
96,7825,1,Bf,1,4
98,7825,1,Bf,1,21
101,7825,1,Bf,1,22
106,7825,1,Bf,1,23
125,7825,1,Bf,1,12
153,7826,1,Bf,1,3
72,7827,1,Bf,0,18
89,7828,3,Bf,0,35
93,7829,1,Bf,1,1
115,7830,1,Bf,1,4
32,7831,1,Bf,0,1
87,7832,1,Bf,0,11
91,7832,1,Bf,0,67
18,7833,1,Bf,0,3
32,7834,1,Bf,0,5
42,7835,1,Bf,0,1
75,7835,1,Bf,0,18
110,7836,1,Bf,1,11
140,7836,1,Bf,1,7
168,7836,1,Bf,1,106
42,7837,2,Bf,0,174
113,7838,1,Bf,1,17
32,7839,1,Bf,0,2
6,7840,1,Bf,0,83
46,7841,1,Bf,0,5
45,7842,1,Bf,0,4
13,7843,1,Bf,0,1
23,7843,1,Bf,0,40
45,7843,2,Bf,0,5
64,7843,1,Bf,0,7
73,7843,1,Bf,0,10
91,7844,1,Bf,0,3
72,7845,1,Bf,0,10
151,7846,1,Bf,1,65
127,7847,1,Bf,1,2
91,7848,1,Bf,0,9
168,7849,1,Bf,1,4
138,7850,1,Bf,1,51
153,7851,1,Bf,1,8
93,7852,1,Bf,1,116
89,7853,1,Bf,0,55
91,7854,1,Bf,0,183
32,7855,1,Bf,0,5
10,7856,1,Bf,0,88
15,7857,1,Bf,0,53
21,7857,1,Bf,0,7
180,7858,1,Bf,1,136
109,7859,1,Bf,1,70
95,7860,2,Bf,1,10
113,7860,1,Bf,1,55
138,7860,1,Bf,1,18
140,7860,1,Bf,1,24
23,7861,3,Bf,0,2
45,7861,1,Bf,0,61
64,7861,1,Bf,0,24
98,7862,1,Bf,1,54
106,7862,1,Bf,1,22
93,7863,1,Bf,1,6
91,7864,1,Bf,0,15
45,7865,1,Bf,0,115
168,7866,1,Bf,1,15
180,7866,2,Bf,1,12
181,7866,1,Bf,1,19
15,7867,1,Bf,0,35
18,7867,1,Bf,0,39
41,7867,1,Bf,0,1
55,7867,1,Bf,0,10
71,7867,1,Bf,0,19
87,7867,1,Bf,0,14
150,7868,1,Bf,1,159
93,7869,1,Bf,1,4
153,7870,1,Bf,1,92
153,7871,1,Bf,1,2
13,7872,2,Bf,0,15
93,7872,1,Bf,1,3
112,7872,1,Bf,1,131
122,7872,1,Bf,1,2
171,7872,1,Bf,1,2
150,7873,1,Bf,1,7
87,7874,1,Bf,0,1
44,7875,1,Bf,0,182
32,7876,1,Bf,0,245
56,7877,1,Bf,0,70
180,7878,1,Bf,1,5
180,7879,1,Bf,1,69
66,7880,1,Bf,0,136
85,7880,1,Bf,0,1
140,7881,1,Bf,1,5
181,7882,1,Bf,1,8
32,7883,1,Bf,0,140
180,7884,1,Bf,1,168
34,7885,1,Bf,0,140
121,7886,1,Bf,1,47
125,7887,1,Bf,1,21
140,7887,1,Bf,1,1
168,7887,1,Bf,1,33
181,7887,1,Bf,1,9
48,7888,1,Bf,0,2
13,7889,1,Bf,0,101
138,7890,3,Bf,1,47
127,7891,1,Bf,1,5
5,7892,1,Bf,0,3
148,7893,1,Bf,1,112
19,7894,1,Bf,0,35
42,7894,4,Bf,0,24
45,7894,1,Bf,0,6
78,7894,1,Bf,0,54
87,7895,1,Bf,0,6
32,7896,1,Bf,0,6
112,7897,1,Bf,1,123
64,7898,3,Bf,0,117
72,7899,1,Bf,0,3
124,7900,1,Bf,1,6
135,7900,1,Bf,1,201
168,7901,1,Bf,1,2
23,7902,1,Bf,0,9
57,7902,1,Bf,0,28
64,7902,1,Bf,0,59
32,7903,1,Bf,0,489
45,7904,2,Bf,0,5
140,7905,1,Bf,1,13
68,7906,1,Bf,0,151
140,7907,1,Bf,1,57
91,7908,1,Bf,0,16
140,7909,1,Bf,1,42
142,7910,1,Bf,1,43
72,7911,1,Bf,0,1
45,7912,2,Bf,0,23
57,7913,1,Bf,0,6
87,7914,1,Bf,0,1
126,7915,1,Bf,1,3
48,7916,1,Bf,0,5
45,7917,2,Bf,0,45
151,7918,1,Bf,1,16
93,7919,1,Bf,1,17
32,7920,1,Bf,0,2
109,7920,1,Bf,1,1
112,7920,1,Bf,1,25
181,7920,1,Bf,1,171
45,7921,1,Bf,0,88
136,7922,1,Bf,1,2
138,7922,1,Bf,1,1
140,7922,1,Bf,1,139
145,7922,1,Bf,1,124
169,7922,1,Bf,1,92
138,7923,1,Bf,1,1
153,7924,1,Bf,1,4
45,7925,1,Bf,0,27
45,7926,2,Bf,0,1
46,7927,1,Bf,0,4
180,7928,1,Bf,1,25
45,7929,1,Bf,0,15
142,7930,1,Bf,1,1
171,7931,1,Bf,1,431
139,7932,1,Bf,1,35
163,7932,1,Bf,1,6
171,7932,1,Bf,1,2
181,7932,1,Bf,1,1
83,7933,1,Bf,0,13
42,7934,1,Bf,0,10
10,7935,1,Bf,0,20
13,7935,1,Bf,0,3
21,7935,1,Bf,0,2
41,7935,1,Bf,0,171
72,7935,1,Bf,0,9
77,7935,1,Bf,0,69
32,7936,1,Bf,0,5
32,7937,5,Bf,0,19
46,7938,1,Bf,0,48
180,7939,1,Bf,1,3
42,7940,1,Bf,0,5
86,7940,1,Bf,0,5
93,7941,1,Bf,1,2
140,7941,1,Bf,1,83
80,7942,1,Bf,0,25
95,7943,1,Bf,1,4
89,7944,1,Bf,0,108
91,7944,1,Bf,0,7
141,7945,1,Bf,1,164
142,7945,1,Bf,1,8
171,7945,1,Bf,1,6
95,7946,1,Bf,1,4
138,7946,1,Bf,1,62
180,7946,1,Bf,1,14
180,7947,1,Bf,1,8
110,7948,1,Bf,1,40
87,7949,1,Bf,0,145
87,7950,1,Bf,0,2
32,7951,1,Bf,0,52
42,7952,1,Bf,0,8
46,7952,1,Bf,0,17
80,7952,1,Bf,0,41
82,7953,1,Bf,0,232
32,7954,1,Bf,0,19
168,7955,1,Bf,1,1
32,7956,2,Bf,0,6
168,7956,1,Bf,1,97
153,7957,1,Bf,1,16
87,7958,2,Bf,0,28
95,7959,1,Bf,1,3
3,7960,1,Bf,0,3
87,7961,1,Bf,0,9
153,7961,1,Bf,1,3
10,7962,1,Bf,0,9
87,7963,1,Bf,0,15
150,7964,1,Bf,1,128
153,7964,1,Bf,1,2
93,7965,1,Bf,1,17
42,7966,1,Bf,0,8
46,7967,1,Bf,0,5
93,7967,1,Bf,1,21
91,7968,1,Bf,0,2
89,7969,1,Bf,0,3
32,7970,1,Bf,0,157
87,7971,1,Bf,0,199
168,7972,1,Bf,1,17
180,7972,1,Bf,1,23
72,7973,1,Bf,0,30
98,7974,2,Bf,1,21
106,7974,2,Bf,1,89
95,7975,1,Bf,1,135
89,7976,1,Bf,0,53
42,7977,1,Bf,0,942
87,7977,1,Bf,0,14
91,7977,1,Bf,0,42
138,7978,1,Bf,1,41
140,7978,1,Bf,1,12
93,7979,1,Bf,1,65
107,7979,1,Bf,1,7
168,7979,1,Bf,1,79
169,7979,1,Bf,1,35
138,7980,1,Bf,1,93
168,7981,1,Bf,1,178
141,7982,1,Bf,1,5
95,7983,2,Bf,1,3
140,7983,1,Bf,1,26
181,7984,1,Bf,1,4
10,7985,1,Bf,0,3
15,7985,1,Bf,0,8
21,7985,1,Bf,0,20
23,7985,1,Bf,0,38
41,7985,1,Bf,0,7
42,7985,1,Bf,0,84
45,7985,1,Bf,0,13
57,7985,1,Bf,0,14
64,7985,1,Bf,0,1
66,7985,1,Bf,0,6
73,7985,1,Bf,0,7
168,7986,1,Bf,1,9
6,7987,1,Bf,0,9
180,7988,1,Bf,1,10
3,7989,1,Bf,0,4
7,7989,1,Bf,0,23
9,7989,2,Bf,0,28
17,7989,1,Bf,0,14
23,7989,1,Bf,0,1
38,7989,1,Bf,0,1
42,7989,1,Bf,0,39
51,7989,1,Bf,0,272
57,7989,1,Bf,0,2
71,7989,1,Bf,0,36
80,7989,1,Bf,0,77
17,7990,1,Bf,0,16
153,7991,2,Bf,1,5
45,7992,2,Bf,0,3
46,7993,1,Bf,0,2
180,7994,2,Bf,1,52
23,7995,1,Bf,0,31
45,7995,1,Bf,0,3
64,7995,1,Bf,0,28
45,7996,1,Bf,0,10
64,7996,1,Bf,0,154
66,7996,1,Bf,0,131
73,7996,1,Bf,0,30
180,7997,1,Bf,1,32
113,7998,1,Bf,1,15
72,7999,1,Bf,0,36
72,8000,1,Bf,0,7
87,8001,1,Bf,0,2
72,8002,1,Bf,0,98
153,8003,1,Bf,1,3
56,8004,1,Bf,0,28
46,8005,1,Bf,0,154
150,8006,1,Bf,1,15
171,8007,1,Bf,1,13
45,8008,1,Bf,0,2
32,8009,1,Bf,0,18
64,8010,1,Bf,0,15
112,8011,1,Bf,1,65
46,8012,1,Bf,0,10
72,8012,1,Bf,0,1
126,8013,1,Bf,1,4
32,8014,1,Bf,0,1
93,8015,1,Bf,1,5
140,8015,1,Bf,1,177
141,8015,1,Bf,1,3
17,8016,1,Bf,0,1
32,8017,1,Bf,0,87
93,8018,1,Bf,1,16
95,8019,1,Bf,1,16
140,8020,1,Bf,1,7
56,8021,1,Bf,0,134
44,8022,1,Bf,0,13
87,8023,1,Bf,0,1
153,8024,1,Bf,1,1
72,8025,1,Bf,0,1
32,8026,1,Bf,0,24
124,8027,1,Bf,1,23
160,8028,1,Bf,1,11
32,8029,1,Bf,0,7
98,8030,1,Bf,1,129
106,8030,1,Bf,1,24
30,8031,1,Bf,0,11
72,8032,1,Bf,0,1
45,8033,1,Bf,0,6
153,8034,1,Bf,1,30
98,8035,1,Bf,1,125
106,8035,1,Bf,1,61
109,8035,1,Bf,1,8
125,8036,1,Bf,1,143
72,8037,1,Bf,0,120
6,8038,1,Bf,0,38
32,8039,1,Bf,0,155
180,8040,1,Bf,1,94
98,8041,1,Bf,1,10
106,8041,1,Bf,1,16
107,8041,1,Bf,1,77
162,8041,1,Bf,1,16
173,8041,1,Bf,1,4
91,8042,1,Bf,0,121
45,8043,1,Bf,0,17
87,8044,1,Bf,0,4
171,8045,1,Bf,1,23
91,8046,1,Bf,0,24
153,8047,1,Bf,1,114
42,8048,1,Bf,0,10
6,8049,1,Bf,0,18
140,8050,1,Bf,1,178
153,8051,1,Bf,1,3
56,8052,1,Bf,0,19
87,8053,1,Bf,0,16
153,8053,1,Bf,1,3
124,8054,1,Bf,1,24
86,8055,1,Bf,0,22
180,8056,1,Bf,1,16
45,8057,1,Bf,0,1
140,8058,1,Bf,1,21
32,8059,1,Bf,0,67
72,8060,1,Bf,0,58
91,8061,1,Bf,0,36
32,8062,1,Bf,0,4
93,8063,1,Bf,1,2
128,8063,1,Bf,1,4
125,8064,1,Bf,1,2
6,8065,1,Bf,0,94
168,8066,1,Bf,1,29
16,8067,1,Bf,0,114
56,8068,1,Bf,0,6
91,8069,1,Bf,0,194
104,8070,1,Bf,1,50
113,8070,1,Bf,1,113
130,8070,1,Bf,1,8
180,8070,1,Bf,1,61
181,8070,1,Bf,1,4
95,8071,1,Bf,1,32
46,8072,1,Bf,0,112
18,8073,1,Bf,0,3
180,8074,1,Bf,1,102
180,8075,1,Bf,1,3
42,8076,1,Bf,0,2
140,8077,1,Bf,1,9
45,8078,1,Bf,0,88
64,8078,1,Bf,0,4
6,8079,1,Bf,0,4
124,8080,1,Bf,1,43
153,8081,1,Bf,1,13
6,8082,2,Bf,0,31
6,8083,1,Bf,0,66
100,8084,1,Bf,1,100
105,8084,1,Bf,1,25
180,8085,1,Bf,1,60
82,8086,1,Bf,0,1
98,8087,1,Bf,1,79
106,8087,1,Bf,1,107
153,8088,1,Bf,1,52
180,8089,1,Bf,1,1
72,8090,1,Bf,0,5
138,8091,1,Bf,1,91
171,8091,2,Bf,1,7
56,8092,1,Bf,0,30
87,8093,1,Bf,0,5
93,8094,1,Bf,1,23
140,8094,1,Bf,1,1
91,8095,1,Bf,0,11
42,8096,1,Bf,0,9
168,8097,1,Bf,1,14
32,8098,1,Bf,0,9
72,8099,1,Bf,0,2
93,8100,1,Bf,1,23
32,8101,1,Bf,0,2
42,8102,1,Bf,0,1
56,8103,1,Bf,0,165
32,8104,1,Bf,0,42
153,8105,1,Bf,1,4
126,8106,1,Bf,1,2
142,8107,1,Bf,1,12
153,8108,1,Bf,1,6
45,8109,8,Bf,0,133
89,8110,1,Bf,0,16
56,8111,1,Bf,0,10
95,8112,1,Bf,1,7
140,8113,1,Bf,1,144
153,8114,1,Bf,1,15
95,8115,1,Bf,1,1
153,8116,1,Bf,1,2
10,8117,1,Bf,0,6
42,8117,4,Bf,0,39
72,8117,1,Bf,0,110
32,8118,1,Bf,0,17
87,8119,1,Bf,0,12
84,8120,1,Bf,0,13
91,8121,1,Bf,0,3
45,8122,1,Bf,0,3
50,8122,1,Bf,0,40
57,8122,1,Bf,0,9
64,8122,1,Bf,0,7
66,8122,1,Bf,0,98
73,8122,1,Bf,0,1
13,8123,1,Bf,0,156
23,8123,1,Bf,0,70
45,8123,1,Bf,0,3
57,8123,1,Bf,0,3
64,8123,1,Bf,0,89
66,8123,1,Bf,0,23
73,8123,1,Bf,0,4
126,8124,1,Bf,1,33
45,8125,1,Bf,0,2
98,8126,1,Bf,1,116
106,8126,1,Bf,1,39
153,8127,1,Bf,1,14
153,8128,1,Bf,1,16
29,8129,1,Bf,0,92
140,8130,1,Bf,1,15
46,8131,1,Bf,0,15
87,8131,1,Bf,0,9
93,8132,1,Bf,1,1
42,8133,1,Bf,0,33
2,8134,1,Bf,0,27
3,8134,1,Bf,0,140
5,8134,1,Bf,0,14
7,8134,1,Bf,0,92
17,8134,1,Bf,0,6
34,8134,1,Bf,0,25
42,8134,2,Bf,0,14
50,8134,1,Bf,0,9
51,8134,1,Bf,0,2
57,8134,1,Bf,0,4
66,8134,1,Bf,0,11
71,8134,1,Bf,0,173
73,8134,1,Bf,0,8
85,8134,1,Bf,0,9
86,8134,1,Bf,0,1
72,8135,1,Bf,0,59
89,8136,1,Bf,0,4
45,8137,1,Bf,0,66
77,8138,1,Bf,0,3
82,8138,1,Bf,0,41
89,8138,1,Bf,0,2
100,8139,1,Bf,1,155
72,8140,1,Bf,0,49
87,8141,1,Bf,0,11
125,8142,1,Bf,1,17
45,8143,1,Bf,0,1
32,8144,1,Bf,0,4
181,8145,1,Bf,1,16
127,8146,1,Bf,1,287
122,8147,1,Bf,1,8
32,8148,1,Bf,0,7
30,8149,1,Bf,0,85
142,8150,1,Bf,1,6
147,8151,1,Bf,1,14
45,8152,1,Bf,0,31
153,8153,1,Bf,1,89
98,8154,1,Bf,1,12
106,8154,1,Bf,1,1
157,8155,1,Bf,1,2
167,8155,1,Bf,1,32
126,8156,1,Bf,1,1269
142,8157,1,Bf,1,108
18,8158,1,Bf,0,142
68,8158,1,Bf,0,116
78,8158,1,Bf,0,26
87,8158,1,Bf,0,6
89,8158,1,Bf,0,54
72,8159,1,Bf,0,2
87,8160,1,Bf,0,7
169,8161,2,Bf,1,57
45,8162,2,Bf,0,116
175,8163,1,Bf,1,27
110,8164,1,Bf,1,11
44,8165,1,Bf,0,48
93,8166,1,Bf,1,6
171,8167,1,Bf,1,26
109,8168,1,Bf,1,44
180,8168,1,Bf,1,1
22,8169,1,Bf,0,148
152,8169,1,Bf,1,123
154,8169,1,Bf,1,64
126,8170,2,Bf,1,28
181,8170,1,Bf,1,6
6,8171,3,Bf,0,1
153,8172,1,Bf,1,131
153,8173,1,Bf,1,123
23,8174,1,Bf,0,78
124,8175,1,Bf,1,7
180,8176,1,Bf,1,12
13,8177,1,Bf,0,9
91,8177,1,Bf,0,54
110,8178,1,Bf,1,4
153,8179,1,Bf,1,2
54,8180,1,Bf,0,77
169,8181,1,Bf,1,71
87,8182,1,Bf,0,80
93,8183,1,Bf,1,13
140,8183,1,Bf,1,2
32,8184,1,Bf,0,16
113,8185,1,Bf,1,27
121,8185,1,Bf,1,143
46,8186,1,Bf,0,9
109,8187,1,Bf,1,20
42,8188,1,Bf,0,7
72,8188,1,Bf,0,17
42,8189,1,Bf,0,22
32,8190,1,Bf,0,77
150,8191,1,Bf,1,4
109,8192,1,Bf,1,3
42,8193,1,Bf,0,2
23,8194,1,Bf,0,2
45,8194,1,Bf,0,3
57,8194,1,Bf,0,2
64,8194,1,Bf,0,26
66,8194,1,Bf,0,2
73,8194,1,Bf,0,9
127,8195,1,Bf,1,2
142,8196,1,Bf,1,7
89,8197,1,Bf,0,4
87,8198,1,Bf,0,28
181,8199,1,Bf,1,29
72,8200,1,Bf,0,3
87,8201,1,Bf,0,17
153,8202,1,Bf,1,3
23,8203,1,Bf,0,2
81,8203,2,Bf,0,6
150,8203,1,Bf,1,313
146,8204,1,Bf,1,2
151,8204,2,Bf,1,4
86,8205,1,Bf,0,104
80,8206,1,Bf,0,9
72,8207,1,Bf,0,8
140,8208,1,Bf,1,8
181,8209,1,Bf,1,271
45,8210,1,Bf,0,2
153,8211,1,Bf,1,2
180,8212,1,Bf,1,310
140,8213,1,Bf,1,23
150,8214,1,Bf,1,7
169,8215,1,Bf,1,11
80,8216,1,Bf,0,42
23,8217,1,Bf,0,175
64,8217,1,Bf,0,26
66,8217,1,Bf,0,26
93,8218,1,Bf,1,62
82,8219,2,Bf,0,24
45,8220,1,Bf,0,39
140,8221,1,Bf,1,5
127,8222,1,Bf,1,13
45,8223,1,Bf,0,2
154,8224,1,Bf,1,3
82,8225,1,Bf,0,60
95,8226,2,Bf,1,9
113,8226,1,Bf,1,3
140,8226,1,Bf,1,6
143,8226,1,Bf,1,10
172,8226,1,Bf,1,22
45,8227,1,Bf,0,14
6,8228,1,Bf,0,55
49,8229,1,Bf,0,41
70,8229,1,Bf,0,4
140,8230,1,Bf,1,68
180,8231,1,Bf,1,50
87,8232,1,Bf,0,17
87,8233,1,Bf,0,83
46,8234,1,Bf,0,26
98,8235,1,Bf,1,2
106,8235,1,Bf,1,24
32,8236,1,Bf,0,10
168,8237,1,Bf,1,15
89,8238,1,Bf,0,12
87,8239,1,Bf,0,3
6,8240,2,Bf,0,11
181,8241,1,Bf,1,157
168,8242,1,Bf,1,44
6,8243,2,Bf,0,127
11,8243,1,Bf,0,15
14,8243,1,Bf,0,26
26,8243,1,Bf,0,6
33,8243,1,Bf,0,97
36,8243,1,Bf,0,1
58,8243,1,Bf,0,2
156,8243,1,Bf,1,18
158,8243,1,Bf,1,4
159,8243,1,Bf,1,5
160,8243,1,Bf,1,7
161,8243,1,Bf,1,107
164,8243,1,Bf,1,22
165,8243,1,Bf,1,5
166,8243,1,Bf,1,3
170,8243,1,Bf,1,2
172,8243,1,Bf,1,121
174,8243,1,Bf,1,17
175,8243,1,Bf,1,58
176,8243,1,Bf,1,3
178,8243,1,Bf,1,7
179,8243,1,Bf,1,92
182,8243,1,Bf,1,14
153,8244,1,Bf,1,71
153,8245,1,Bf,1,132
181,8246,1,Bf,1,1
163,8247,1,Bf,1,21
150,8248,1,Bf,1,79
45,8249,1,Bf,0,105
57,8249,1,Bf,0,218
64,8249,1,Bf,0,6
66,8249,1,Bf,0,1
149,8250,1,Bf,1,42
150,8250,1,Bf,1,10
153,8250,1,Bf,1,17
154,8250,1,Bf,1,15
142,8251,1,Bf,1,4
119,8252,1,Bf,1,138
4,8253,2,Bf,0,64
95,8253,1,Bf,1,118
105,8253,1,Bf,1,476
109,8253,2,Bf,1,74
116,8253,1,Bf,1,7
91,8254,1,Bf,0,3
168,8255,1,Bf,1,14
180,8256,1,Bf,1,2
93,8257,1,Bf,1,2
171,8257,1,Bf,1,5
95,8258,1,Bf,1,4
171,8258,1,Bf,1,17
124,8259,1,Bf,1,40
151,8260,1,Bf,1,2
95,8261,1,Bf,1,102
93,8262,1,Bf,1,83
181,8263,1,Bf,1,13
168,8264,1,Bf,1,1
169,8264,1,Bf,1,45
180,8264,4,Bf,1,123
91,8265,1,Bf,0,13
68,8266,1,Bf,0,245
121,8267,1,Bf,1,8
143,8267,1,Bf,1,109
169,8267,1,Bf,1,3
32,8268,1,Bf,0,27
95,8269,1,Bf,1,19
45,8270,1,Bf,0,147
100,8271,1,Bf,1,50
153,8272,1,Bf,1,122
31,8273,1,Bf,0,1
22,8274,1,Bf,0,9
150,8274,1,Bf,1,69
56,8275,1,Bf,0,2
56,8276,1,Bf,0,68
68,8277,1,Bf,0,11
42,8278,1,Bf,0,6
150,8279,1,Bf,1,18
147,8280,1,Bf,1,6
180,8281,1,Bf,1,94
162,8282,1,Bf,1,180
56,8283,1,Bf,0,15
13,8284,1,Bf,0,31
122,8284,1,Bf,1,4
138,8284,2,Bf,1,67
139,8284,1,Bf,1,3
140,8284,1,Bf,1,6
143,8284,1,Bf,1,2
171,8284,1,Bf,1,6
45,8285,1,Bf,0,3
7,8286,2,Bf,0,18
29,8286,1,Bf,0,3
