news_no,user_no_x,news_spred_no,source,fake_news,followers_no,total_news_spread_no,news_weight
140,7622,2,Bf,1,1,1020,10
45,7623,1,Bf,0,33,1197,11
93,7624,1,Bf,1,33,708,7
138,7624,1,Bf,1,24,338,3
140,7624,1,Bf,1,130,1020,10
127,7625,1,Bf,1,3,366,3
140,7626,1,Bf,1,41,1020,10
56,7627,1,Bf,0,10,278,2
95,7628,1,Bf,1,5,439,4
140,7628,2,Bf,1,8,1020,10
32,7629,1,Bf,0,76,1134,11
32,7630,1,Bf,0,100,1134,11
153,7631,1,Bf,1,227,935,9
168,7632,1,Bf,1,93,678,6
180,7633,1,Bf,1,119,1060,10
125,7634,1,Bf,1,38,200,2
77,7635,1,Bf,0,3,93,0
32,7636,1,Bf,0,100,1134,11
126,7637,1,Bf,1,3,390,3
46,7638,1,Bf,0,6,285,2
180,7639,1,Bf,1,3,1060,10
32,7640,1,Bf,0,14,1134,11
180,7641,1,Bf,1,2,1060,10
6,7642,1,Bf,0,10,477,4
140,7643,1,Bf,1,18,1020,10
171,7643,2,Bf,1,18,511,5
140,7644,1,Bf,1,2,1020,10
45,7645,1,Bf,0,17,1197,11
56,7646,1,Bf,0,1,278,2
140,7647,1,Bf,1,5,1020,10
140,7648,1,Bf,1,21,1020,10
138,7649,1,Bf,1,14,338,3
72,7650,1,Bf,0,75,673,6
32,7651,1,Bf,0,3,1134,11
93,7651,1,Bf,1,12,708,7
180,7651,1,Bf,1,7,1060,10
180,7652,1,Bf,1,6,1060,10
32,7653,1,Bf,0,165,1134,11
168,7654,1,Bf,1,164,678,6
180,7654,2,Bf,1,31,1060,10
115,7655,1,Bf,1,2,217,2
140,7656,1,Bf,1,72,1020,10
73,7657,1,Bf,0,17,216,2
6,7658,1,Bf,0,30,477,4
168,7659,1,Bf,1,48,678,6
180,7659,1,Bf,1,5,1060,10
93,7660,1,Bf,1,37,708,7
110,7660,1,Bf,1,9,112,1
126,7661,1,Bf,1,6,390,3
153,7662,1,Bf,1,16,935,9
50,7663,1,Bf,0,32,67,0
168,7664,1,Bf,1,3,678,6
91,7665,1,Bf,0,25,589,5
171,7666,1,Bf,1,5,511,5
153,7667,1,Bf,1,4,935,9
6,7668,1,Bf,0,2,477,4
13,7669,1,Bf,0,81,260,2
15,7669,1,Bf,0,97,72,0
21,7669,1,Bf,0,13,84,0
42,7669,1,Bf,0,23,570,5
46,7670,1,Bf,0,71,285,2
95,7671,1,Bf,1,2,439,4
153,7672,1,Bf,1,5,935,9
6,7673,1,Bf,0,5,477,4
32,7674,1,Bf,0,1,1134,11
46,7675,1,Bf,0,2,285,2
77,7675,1,Bf,0,17,93,0
153,7676,1,Bf,1,2,935,9
80,7677,1,Bf,0,14,235,2
153,7678,1,Bf,1,9,935,9
95,7679,1,Bf,1,6,439,4
126,7679,1,Bf,1,109,390,3
182,7679,1,Bf,1,25,18,0
72,7680,4,Bf,0,1,673,6
56,7681,1,Bf,0,7,278,2
72,7682,1,Bf,0,2,673,6
56,7683,1,Bf,0,14,278,2
140,7684,1,Bf,1,2,1020,10
87,7685,1,Bf,0,7,754,7
110,7686,1,Bf,1,64,112,1
120,7687,1,Bf,1,24,46,0
144,7687,1,Bf,1,4,46,0
16,7688,1,Bf,0,36,145,1
32,7689,1,Bf,0,3,1134,11
42,7690,1,Bf,0,8,570,5
77,7691,1,Bf,0,23,93,0
173,7692,1,Bf,1,21,46,0
138,7693,1,Bf,1,14,338,3
31,7694,1,Bf,0,64,53,0
153,7695,1,Bf,1,16,935,9
127,7696,1,Bf,1,71,366,3
150,7697,1,Bf,1,163,322,3
151,7698,1,Bf,1,48,156,1
180,7699,1,Bf,1,4,1060,10
142,7700,1,Bf,1,1,246,2
30,7701,1,Bf,0,2,43,0
181,7702,1,Bf,1,13,382,3
162,7703,1,Bf,1,6,99,0
45,7704,1,Bf,0,15,1197,11
57,7704,1,Bf,0,178,224,2
64,7704,1,Bf,0,23,333,3
66,7704,1,Bf,0,140,212,2
73,7704,1,Bf,0,7,216,2
72,7705,1,Bf,0,801,673,6
150,7706,1,Bf,1,66,322,3
168,7707,1,Bf,1,13,678,6
89,7708,2,Bf,0,56,265,2
87,7709,1,Bf,0,40,754,7
153,7710,1,Bf,1,6,935,9
18,7711,1,Bf,0,22,142,1
45,7712,1,Bf,0,81,1197,11
6,7713,1,Bf,0,15,477,4
110,7714,1,Bf,1,1,112,1
138,7714,1,Bf,1,96,338,3
32,7715,1,Bf,0,124,1134,11
44,7716,1,Bf,0,99,99,0
140,7717,1,Bf,1,6,1020,10
140,7718,1,Bf,1,3,1020,10
87,7719,1,Bf,0,27,754,7
42,7720,1,Bf,0,32,570,5
142,7721,1,Bf,1,154,246,2
87,7722,1,Bf,0,27,754,7
34,7723,1,Bf,0,6,84,0
93,7724,1,Bf,1,1,708,7
56,7725,1,Bf,0,4,278,2
180,7726,1,Bf,1,104,1060,10
56,7727,1,Bf,0,6,278,2
153,7728,1,Bf,1,3,935,9
93,7729,1,Bf,1,15,708,7
140,7729,1,Bf,1,8,1020,10
6,7730,1,Bf,0,4,477,4
140,7731,1,Bf,1,1,1020,10
91,7732,1,Bf,0,5,589,5
89,7733,1,Bf,0,46,265,2
6,7734,1,Bf,0,16,477,4
87,7735,1,Bf,0,4,754,7
119,7736,1,Bf,1,147,14,0
72,7737,1,Bf,0,16,673,6
42,7738,1,Bf,0,1,570,5
58,7739,1,Bf,0,98,63,0
121,7740,1,Bf,1,4,78,0
171,7740,1,Bf,1,30,511,5
180,7740,1,Bf,1,1,1060,10
140,7741,1,Bf,1,11,1020,10
138,7742,1,Bf,1,2,338,3
168,7742,1,Bf,1,21,678,6
46,7743,1,Bf,0,22,285,2
6,7744,1,Bf,0,14,477,4
127,7745,1,Bf,1,2,366,3
109,7746,1,Bf,1,5,192,1
93,7747,1,Bf,1,3,708,7
93,7748,1,Bf,1,7,708,7
153,7749,1,Bf,1,86,935,9
121,7750,1,Bf,1,15,78,0
87,7751,1,Bf,0,204,754,7
16,7752,1,Bf,0,99,145,1
180,7753,1,Bf,1,58,1060,10
126,7754,1,Bf,1,25,390,3
142,7754,1,Bf,1,116,246,2
91,7755,1,Bf,0,21,589,5
10,7756,1,Bf,0,9,232,2
21,7756,1,Bf,0,11,84,0
41,7756,1,Bf,0,10,105,1
42,7756,1,Bf,0,1,570,5
136,7757,1,Bf,1,24,84,0
168,7757,1,Bf,1,2,678,6
171,7757,1,Bf,1,24,511,5
45,7758,1,Bf,0,15,1197,11
181,7759,1,Bf,1,21,382,3
109,7760,1,Bf,1,86,192,1
181,7760,1,Bf,1,35,382,3
126,7761,1,Bf,1,6,390,3
138,7761,1,Bf,1,2,338,3
79,7762,1,Bf,0,27,19,0
114,7762,1,Bf,1,1,20,0
153,7762,1,Bf,1,35,935,9
91,7763,1,Bf,0,3,589,5
16,7764,1,Bf,0,98,145,1
42,7765,2,Bf,0,5,570,5
32,7766,1,Bf,0,3,1134,11
98,7767,1,Bf,1,16,142,1
106,7767,1,Bf,1,32,142,1
32,7768,1,Bf,0,11,1134,11
113,7768,1,Bf,1,2,128,1
115,7769,1,Bf,1,13,217,2
150,7770,1,Bf,1,41,322,3
32,7771,1,Bf,0,27,1134,11
10,7772,2,Bf,0,5,232,2
12,7772,2,Bf,0,42,19,0
32,7772,2,Bf,0,2,1134,11
41,7772,1,Bf,0,22,105,1
42,7772,1,Bf,0,4,570,5
87,7772,2,Bf,0,2,754,7
87,7773,1,Bf,0,13,754,7
45,7774,1,Bf,0,18,1197,11
45,7775,1,Bf,0,15,1197,11
168,7776,1,Bf,1,1,678,6
154,7777,1,Bf,1,4,128,1
140,7778,1,Bf,1,158,1020,10
45,7779,1,Bf,0,123,1197,11
171,7780,1,Bf,1,1,511,5
180,7780,1,Bf,1,114,1060,10
181,7780,1,Bf,1,4,382,3
93,7781,1,Bf,1,4,708,7
140,7781,1,Bf,1,1,1020,10
140,7782,1,Bf,1,140,1020,10
181,7783,1,Bf,1,4,382,3
72,7784,1,Bf,0,38,673,6
153,7785,1,Bf,1,15,935,9
45,7786,1,Bf,0,3,1197,11
72,7787,1,Bf,0,92,673,6
150,7787,1,Bf,1,25,322,3
153,7787,1,Bf,1,226,935,9
77,7788,1,Bf,0,12,93,0
50,7789,1,Bf,0,9,67,0
87,7790,1,Bf,0,14,754,7
32,7791,2,Bf,0,23,1134,11
15,7792,1,Bf,0,5,72,0
41,7792,1,Bf,0,104,105,1
42,7792,1,Bf,0,12,570,5
45,7792,1,Bf,0,55,1197,11
73,7792,1,Bf,0,117,216,2
32,7793,1,Bf,0,19,1134,11
45,7794,1,Bf,0,18,1197,11
18,7795,1,Bf,0,19,142,1
127,7796,1,Bf,1,26,366,3
17,7797,1,Bf,0,1,155,1
32,7798,1,Bf,0,2,1134,11
180,7799,1,Bf,1,51,1060,10
153,7800,1,Bf,1,9,935,9
87,7801,1,Bf,0,5,754,7
154,7802,1,Bf,1,1130,128,1
10,7803,1,Bf,0,19,232,2
21,7803,1,Bf,0,3,84,0
41,7803,1,Bf,0,2,105,1
42,7803,1,Bf,0,20,570,5
45,7803,1,Bf,0,11,1197,11
77,7803,1,Bf,0,103,93,0
168,7804,1,Bf,1,3,678,6
6,7805,1,Bf,0,14,477,4
6,7806,1,Bf,0,60,477,4
32,7807,1,Bf,0,1,1134,11
153,7808,1,Bf,1,71,935,9
175,7809,1,Bf,1,90,41,0
180,7810,1,Bf,1,3,1060,10
153,7811,1,Bf,1,54,935,9
138,7812,1,Bf,1,17,338,3
113,7813,1,Bf,1,40,128,1
142,7813,1,Bf,1,7,246,2
168,7814,1,Bf,1,4,678,6
87,7815,1,Bf,0,143,754,7
32,7816,1,Bf,0,14,1134,11
89,7816,1,Bf,0,14,265,2
110,7817,2,Bf,1,48,112,1
125,7817,1,Bf,1,1,200,2
128,7817,1,Bf,1,4,13,0
138,7817,1,Bf,1,19,338,3
127,7818,1,Bf,1,7,366,3
32,7819,1,Bf,0,1,1134,11
140,7820,1,Bf,1,91,1020,10
72,7821,1,Bf,0,22,673,6
45,7822,1,Bf,0,7,1197,11
45,7823,1,Bf,0,58,1197,11
153,7824,1,Bf,1,19,935,9
32,7825,1,Bf,0,9,1134,11
46,7825,1,Bf,0,15,285,2
93,7825,2,Bf,1,13,708,7
96,7825,1,Bf,1,4,45,0
98,7825,1,Bf,1,21,142,1
101,7825,1,Bf,1,22,31,0
106,7825,1,Bf,1,23,142,1
125,7825,1,Bf,1,12,200,2
153,7826,1,Bf,1,3,935,9
72,7827,1,Bf,0,18,673,6
89,7828,3,Bf,0,35,265,2
93,7829,1,Bf,1,1,708,7
115,7830,1,Bf,1,4,217,2
32,7831,1,Bf,0,1,1134,11
87,7832,1,Bf,0,11,754,7
91,7832,1,Bf,0,67,589,5
18,7833,1,Bf,0,3,142,1
32,7834,1,Bf,0,5,1134,11
42,7835,1,Bf,0,1,570,5
75,7835,1,Bf,0,18,26,0
110,7836,1,Bf,1,11,112,1
140,7836,1,Bf,1,7,1020,10
168,7836,1,Bf,1,106,678,6
42,7837,2,Bf,0,174,570,5
113,7838,1,Bf,1,17,128,1
32,7839,1,Bf,0,2,1134,11
6,7840,1,Bf,0,83,477,4
46,7841,1,Bf,0,5,285,2
45,7842,1,Bf,0,4,1197,11
13,7843,1,Bf,0,1,260,2
23,7843,1,Bf,0,40,274,2
45,7843,2,Bf,0,5,1197,11
64,7843,1,Bf,0,7,333,3
73,7843,1,Bf,0,10,216,2
91,7844,1,Bf,0,3,589,5
72,7845,1,Bf,0,10,673,6
151,7846,1,Bf,1,65,156,1
127,7847,1,Bf,1,2,366,3
91,7848,1,Bf,0,9,589,5
168,7849,1,Bf,1,4,678,6
138,7850,1,Bf,1,51,338,3
153,7851,1,Bf,1,8,935,9
93,7852,1,Bf,1,116,708,7
89,7853,1,Bf,0,55,265,2
91,7854,1,Bf,0,183,589,5
32,7855,1,Bf,0,5,1134,11
10,7856,1,Bf,0,88,232,2
15,7857,1,Bf,0,53,72,0
21,7857,1,Bf,0,7,84,0
180,7858,1,Bf,1,136,1060,10
109,7859,1,Bf,1,70,192,1
95,7860,2,Bf,1,10,439,4
113,7860,1,Bf,1,55,128,1
138,7860,1,Bf,1,18,338,3
140,7860,1,Bf,1,24,1020,10
23,7861,3,Bf,0,2,274,2
45,7861,1,Bf,0,61,1197,11
64,7861,1,Bf,0,24,333,3
98,7862,1,Bf,1,54,142,1
106,7862,1,Bf,1,22,142,1
93,7863,1,Bf,1,6,708,7
91,7864,1,Bf,0,15,589,5
45,7865,1,Bf,0,115,1197,11
168,7866,1,Bf,1,15,678,6
180,7866,2,Bf,1,12,1060,10
181,7866,1,Bf,1,19,382,3
15,7867,1,Bf,0,35,72,0
18,7867,1,Bf,0,39,142,1
41,7867,1,Bf,0,1,105,1
55,7867,1,Bf,0,10,41,0
71,7867,1,Bf,0,19,61,0
87,7867,1,Bf,0,14,754,7
150,7868,1,Bf,1,159,322,3
93,7869,1,Bf,1,4,708,7
153,7870,1,Bf,1,92,935,9
153,7871,1,Bf,1,2,935,9
13,7872,2,Bf,0,15,260,2
93,7872,1,Bf,1,3,708,7
112,7872,1,Bf,1,131,89,0
122,7872,1,Bf,1,2,167,1
171,7872,1,Bf,1,2,511,5
150,7873,1,Bf,1,7,322,3
87,7874,1,Bf,0,1,754,7
44,7875,1,Bf,0,182,99,0
32,7876,1,Bf,0,245,1134,11
56,7877,1,Bf,0,70,278,2
180,7878,1,Bf,1,5,1060,10
180,7879,1,Bf,1,69,1060,10
66,7880,1,Bf,0,136,212,2
85,7880,1,Bf,0,1,46,0
140,7881,1,Bf,1,5,1020,10
181,7882,1,Bf,1,8,382,3
32,7883,1,Bf,0,140,1134,11
180,7884,1,Bf,1,168,1060,10
34,7885,1,Bf,0,140,84,0
121,7886,1,Bf,1,47,78,0
125,7887,1,Bf,1,21,200,2
140,7887,1,Bf,1,1,1020,10
168,7887,1,Bf,1,33,678,6
181,7887,1,Bf,1,9,382,3
48,7888,1,Bf,0,2,45,0
13,7889,1,Bf,0,101,260,2
138,7890,3,Bf,1,47,338,3
127,7891,1,Bf,1,5,366,3
5,7892,1,Bf,0,3,94,0
148,7893,1,Bf,1,112,116,1
19,7894,1,Bf,0,35,38,0
42,7894,4,Bf,0,24,570,5
45,7894,1,Bf,0,6,1197,11
78,7894,1,Bf,0,54,83,0
87,7895,1,Bf,0,6,754,7
32,7896,1,Bf,0,6,1134,11
112,7897,1,Bf,1,123,89,0
64,7898,3,Bf,0,117,333,3
72,7899,1,Bf,0,3,673,6
124,7900,1,Bf,1,6,228,2
135,7900,1,Bf,1,201,49,0
168,7901,1,Bf,1,2,678,6
23,7902,1,Bf,0,9,274,2
57,7902,1,Bf,0,28,224,2
64,7902,1,Bf,0,59,333,3
32,7903,1,Bf,0,489,1134,11
45,7904,2,Bf,0,5,1197,11
140,7905,1,Bf,1,13,1020,10
68,7906,1,Bf,0,151,70,0
140,7907,1,Bf,1,57,1020,10
91,7908,1,Bf,0,16,589,5
140,7909,1,Bf,1,42,1020,10
142,7910,1,Bf,1,43,246,2
72,7911,1,Bf,0,1,673,6
45,7912,2,Bf,0,23,1197,11
57,7913,1,Bf,0,6,224,2
87,7914,1,Bf,0,1,754,7
126,7915,1,Bf,1,3,390,3
48,7916,1,Bf,0,5,45,0
45,7917,2,Bf,0,45,1197,11
151,7918,1,Bf,1,16,156,1
93,7919,1,Bf,1,17,708,7
32,7920,1,Bf,0,2,1134,11
109,7920,1,Bf,1,1,192,1
112,7920,1,Bf,1,25,89,0
181,7920,1,Bf,1,171,382,3
45,7921,1,Bf,0,88,1197,11
136,7922,1,Bf,1,2,84,0
138,7922,1,Bf,1,1,338,3
140,7922,1,Bf,1,139,1020,10
145,7922,1,Bf,1,124,7,0
169,7922,1,Bf,1,92,205,2
138,7923,1,Bf,1,1,338,3
153,7924,1,Bf,1,4,935,9
45,7925,1,Bf,0,27,1197,11
45,7926,2,Bf,0,1,1197,11
46,7927,1,Bf,0,4,285,2
180,7928,1,Bf,1,25,1060,10
45,7929,1,Bf,0,15,1197,11
142,7930,1,Bf,1,1,246,2
171,7931,1,Bf,1,431,511,5
139,7932,1,Bf,1,35,17,0
163,7932,1,Bf,1,6,49,0
171,7932,1,Bf,1,2,511,5
181,7932,1,Bf,1,1,382,3
83,7933,1,Bf,0,13,52,0
42,7934,1,Bf,0,10,570,5
10,7935,1,Bf,0,20,232,2
13,7935,1,Bf,0,3,260,2
21,7935,1,Bf,0,2,84,0
41,7935,1,Bf,0,171,105,1
72,7935,1,Bf,0,9,673,6
77,7935,1,Bf,0,69,93,0
32,7936,1,Bf,0,5,1134,11
32,7937,5,Bf,0,19,1134,11
46,7938,1,Bf,0,48,285,2
180,7939,1,Bf,1,3,1060,10
42,7940,1,Bf,0,5,570,5
86,7940,1,Bf,0,5,68,0
93,7941,1,Bf,1,2,708,7
140,7941,1,Bf,1,83,1020,10
80,7942,1,Bf,0,25,235,2
95,7943,1,Bf,1,4,439,4
89,7944,1,Bf,0,108,265,2
91,7944,1,Bf,0,7,589,5
141,7945,1,Bf,1,164,118,1
142,7945,1,Bf,1,8,246,2
171,7945,1,Bf,1,6,511,5
95,7946,1,Bf,1,4,439,4
138,7946,1,Bf,1,62,338,3
180,7946,1,Bf,1,14,1060,10
180,7947,1,Bf,1,8,1060,10
110,7948,1,Bf,1,40,112,1
87,7949,1,Bf,0,145,754,7
87,7950,1,Bf,0,2,754,7
32,7951,1,Bf,0,52,1134,11
42,7952,1,Bf,0,8,570,5
46,7952,1,Bf,0,17,285,2
80,7952,1,Bf,0,41,235,2
82,7953,1,Bf,0,232,105,1
32,7954,1,Bf,0,19,1134,11
168,7955,1,Bf,1,1,678,6
32,7956,2,Bf,0,6,1134,11
168,7956,1,Bf,1,97,678,6
153,7957,1,Bf,1,16,935,9
87,7958,2,Bf,0,28,754,7
95,7959,1,Bf,1,3,439,4
3,7960,1,Bf,0,3,56,0
87,7961,1,Bf,0,9,754,7
153,7961,1,Bf,1,3,935,9
10,7962,1,Bf,0,9,232,2
87,7963,1,Bf,0,15,754,7
150,7964,1,Bf,1,128,322,3
153,7964,1,Bf,1,2,935,9
93,7965,1,Bf,1,17,708,7
42,7966,1,Bf,0,8,570,5
46,7967,1,Bf,0,5,285,2
93,7967,1,Bf,1,21,708,7
91,7968,1,Bf,0,2,589,5
89,7969,1,Bf,0,3,265,2
32,7970,1,Bf,0,157,1134,11
87,7971,1,Bf,0,199,754,7
168,7972,1,Bf,1,17,678,6
180,7972,1,Bf,1,23,1060,10
72,7973,1,Bf,0,30,673,6
98,7974,2,Bf,1,21,142,1
106,7974,2,Bf,1,89,142,1
95,7975,1,Bf,1,135,439,4
89,7976,1,Bf,0,53,265,2
42,7977,1,Bf,0,942,570,5
87,7977,1,Bf,0,14,754,7
91,7977,1,Bf,0,42,589,5
138,7978,1,Bf,1,41,338,3
140,7978,1,Bf,1,12,1020,10
93,7979,1,Bf,1,65,708,7
107,7979,1,Bf,1,7,48,0
168,7979,1,Bf,1,79,678,6
169,7979,1,Bf,1,35,205,2
138,7980,1,Bf,1,93,338,3
168,7981,1,Bf,1,178,678,6
141,7982,1,Bf,1,5,118,1
95,7983,2,Bf,1,3,439,4
140,7983,1,Bf,1,26,1020,10
181,7984,1,Bf,1,4,382,3
10,7985,1,Bf,0,3,232,2
15,7985,1,Bf,0,8,72,0
21,7985,1,Bf,0,20,84,0
23,7985,1,Bf,0,38,274,2
41,7985,1,Bf,0,7,105,1
42,7985,1,Bf,0,84,570,5
45,7985,1,Bf,0,13,1197,11
57,7985,1,Bf,0,14,224,2
64,7985,1,Bf,0,1,333,3
66,7985,1,Bf,0,6,212,2
73,7985,1,Bf,0,7,216,2
168,7986,1,Bf,1,9,678,6
6,7987,1,Bf,0,9,477,4
180,7988,1,Bf,1,10,1060,10
3,7989,1,Bf,0,4,56,0
7,7989,1,Bf,0,23,82,0
9,7989,2,Bf,0,28,83,0
17,7989,1,Bf,0,14,155,1
23,7989,1,Bf,0,1,274,2
38,7989,1,Bf,0,1,32,0
42,7989,1,Bf,0,39,570,5
51,7989,1,Bf,0,272,62,0
57,7989,1,Bf,0,2,224,2
71,7989,1,Bf,0,36,61,0
80,7989,1,Bf,0,77,235,2
17,7990,1,Bf,0,16,155,1
153,7991,2,Bf,1,5,935,9
45,7992,2,Bf,0,3,1197,11
46,7993,1,Bf,0,2,285,2
180,7994,2,Bf,1,52,1060,10
23,7995,1,Bf,0,31,274,2
45,7995,1,Bf,0,3,1197,11
64,7995,1,Bf,0,28,333,3
45,7996,1,Bf,0,10,1197,11
64,7996,1,Bf,0,154,333,3
66,7996,1,Bf,0,131,212,2
73,7996,1,Bf,0,30,216,2
180,7997,1,Bf,1,32,1060,10
113,7998,1,Bf,1,15,128,1
72,7999,1,Bf,0,36,673,6
72,8000,1,Bf,0,7,673,6
87,8001,1,Bf,0,2,754,7
72,8002,1,Bf,0,98,673,6
153,8003,1,Bf,1,3,935,9
56,8004,1,Bf,0,28,278,2
46,8005,1,Bf,0,154,285,2
150,8006,1,Bf,1,15,322,3
171,8007,1,Bf,1,13,511,5
45,8008,1,Bf,0,2,1197,11
32,8009,1,Bf,0,18,1134,11
64,8010,1,Bf,0,15,333,3
112,8011,1,Bf,1,65,89,0
46,8012,1,Bf,0,10,285,2
72,8012,1,Bf,0,1,673,6
126,8013,1,Bf,1,4,390,3
32,8014,1,Bf,0,1,1134,11
93,8015,1,Bf,1,5,708,7
140,8015,1,Bf,1,177,1020,10
141,8015,1,Bf,1,3,118,1
17,8016,1,Bf,0,1,155,1
32,8017,1,Bf,0,87,1134,11
93,8018,1,Bf,1,16,708,7
95,8019,1,Bf,1,16,439,4
140,8020,1,Bf,1,7,1020,10
56,8021,1,Bf,0,134,278,2
44,8022,1,Bf,0,13,99,0
87,8023,1,Bf,0,1,754,7
153,8024,1,Bf,1,1,935,9
72,8025,1,Bf,0,1,673,6
32,8026,1,Bf,0,24,1134,11
124,8027,1,Bf,1,23,228,2
160,8028,1,Bf,1,11,60,0
32,8029,1,Bf,0,7,1134,11
98,8030,1,Bf,1,129,142,1
106,8030,1,Bf,1,24,142,1
30,8031,1,Bf,0,11,43,0
72,8032,1,Bf,0,1,673,6
45,8033,1,Bf,0,6,1197,11
153,8034,1,Bf,1,30,935,9
98,8035,1,Bf,1,125,142,1
106,8035,1,Bf,1,61,142,1
109,8035,1,Bf,1,8,192,1
125,8036,1,Bf,1,143,200,2
72,8037,1,Bf,0,120,673,6
6,8038,1,Bf,0,38,477,4
32,8039,1,Bf,0,155,1134,11
180,8040,1,Bf,1,94,1060,10
98,8041,1,Bf,1,10,142,1
106,8041,1,Bf,1,16,142,1
107,8041,1,Bf,1,77,48,0
162,8041,1,Bf,1,16,99,0
173,8041,1,Bf,1,4,46,0
91,8042,1,Bf,0,121,589,5
45,8043,1,Bf,0,17,1197,11
87,8044,1,Bf,0,4,754,7
171,8045,1,Bf,1,23,511,5
91,8046,1,Bf,0,24,589,5
153,8047,1,Bf,1,114,935,9
42,8048,1,Bf,0,10,570,5
6,8049,1,Bf,0,18,477,4
140,8050,1,Bf,1,178,1020,10
153,8051,1,Bf,1,3,935,9
56,8052,1,Bf,0,19,278,2
87,8053,1,Bf,0,16,754,7
153,8053,1,Bf,1,3,935,9
124,8054,1,Bf,1,24,228,2
86,8055,1,Bf,0,22,68,0
180,8056,1,Bf,1,16,1060,10
45,8057,1,Bf,0,1,1197,11
140,8058,1,Bf,1,21,1020,10
32,8059,1,Bf,0,67,1134,11
72,8060,1,Bf,0,58,673,6
91,8061,1,Bf,0,36,589,5
32,8062,1,Bf,0,4,1134,11
93,8063,1,Bf,1,2,708,7
128,8063,1,Bf,1,4,13,0
125,8064,1,Bf,1,2,200,2
6,8065,1,Bf,0,94,477,4
168,8066,1,Bf,1,29,678,6
16,8067,1,Bf,0,114,145,1
56,8068,1,Bf,0,6,278,2
91,8069,1,Bf,0,194,589,5
104,8070,1,Bf,1,50,42,0
113,8070,1,Bf,1,113,128,1
130,8070,1,Bf,1,8,42,0
180,8070,1,Bf,1,61,1060,10
181,8070,1,Bf,1,4,382,3
95,8071,1,Bf,1,32,439,4
46,8072,1,Bf,0,112,285,2
18,8073,1,Bf,0,3,142,1
180,8074,1,Bf,1,102,1060,10
180,8075,1,Bf,1,3,1060,10
42,8076,1,Bf,0,2,570,5
140,8077,1,Bf,1,9,1020,10
45,8078,1,Bf,0,88,1197,11
64,8078,1,Bf,0,4,333,3
6,8079,1,Bf,0,4,477,4
124,8080,1,Bf,1,43,228,2
153,8081,1,Bf,1,13,935,9
6,8082,2,Bf,0,31,477,4
6,8083,1,Bf,0,66,477,4
100,8084,1,Bf,1,100,129,1
105,8084,1,Bf,1,25,111,1
180,8085,1,Bf,1,60,1060,10
82,8086,1,Bf,0,1,105,1
98,8087,1,Bf,1,79,142,1
106,8087,1,Bf,1,107,142,1
153,8088,1,Bf,1,52,935,9
180,8089,1,Bf,1,1,1060,10
72,8090,1,Bf,0,5,673,6
138,8091,1,Bf,1,91,338,3
171,8091,2,Bf,1,7,511,5
56,8092,1,Bf,0,30,278,2
87,8093,1,Bf,0,5,754,7
93,8094,1,Bf,1,23,708,7
140,8094,1,Bf,1,1,1020,10
91,8095,1,Bf,0,11,589,5
42,8096,1,Bf,0,9,570,5
168,8097,1,Bf,1,14,678,6
32,8098,1,Bf,0,9,1134,11
72,8099,1,Bf,0,2,673,6
93,8100,1,Bf,1,23,708,7
32,8101,1,Bf,0,2,1134,11
42,8102,1,Bf,0,1,570,5
56,8103,1,Bf,0,165,278,2
32,8104,1,Bf,0,42,1134,11
153,8105,1,Bf,1,4,935,9
126,8106,1,Bf,1,2,390,3
142,8107,1,Bf,1,12,246,2
153,8108,1,Bf,1,6,935,9
45,8109,8,Bf,0,133,1197,11
89,8110,1,Bf,0,16,265,2
56,8111,1,Bf,0,10,278,2
95,8112,1,Bf,1,7,439,4
140,8113,1,Bf,1,144,1020,10
153,8114,1,Bf,1,15,935,9
95,8115,1,Bf,1,1,439,4
153,8116,1,Bf,1,2,935,9
10,8117,1,Bf,0,6,232,2
42,8117,4,Bf,0,39,570,5
72,8117,1,Bf,0,110,673,6
32,8118,1,Bf,0,17,1134,11
87,8119,1,Bf,0,12,754,7
84,8120,1,Bf,0,13,32,0
91,8121,1,Bf,0,3,589,5
45,8122,1,Bf,0,3,1197,11
50,8122,1,Bf,0,40,67,0
57,8122,1,Bf,0,9,224,2
64,8122,1,Bf,0,7,333,3
66,8122,1,Bf,0,98,212,2
73,8122,1,Bf,0,1,216,2
13,8123,1,Bf,0,156,260,2
23,8123,1,Bf,0,70,274,2
45,8123,1,Bf,0,3,1197,11
57,8123,1,Bf,0,3,224,2
64,8123,1,Bf,0,89,333,3
66,8123,1,Bf,0,23,212,2
73,8123,1,Bf,0,4,216,2
126,8124,1,Bf,1,33,390,3
45,8125,1,Bf,0,2,1197,11
98,8126,1,Bf,1,116,142,1
106,8126,1,Bf,1,39,142,1
153,8127,1,Bf,1,14,935,9
153,8128,1,Bf,1,16,935,9
29,8129,1,Bf,0,92,44,0
140,8130,1,Bf,1,15,1020,10
46,8131,1,Bf,0,15,285,2
87,8131,1,Bf,0,9,754,7
93,8132,1,Bf,1,1,708,7
42,8133,1,Bf,0,33,570,5
2,8134,1,Bf,0,27,52,0
3,8134,1,Bf,0,140,56,0
5,8134,1,Bf,0,14,94,0
7,8134,1,Bf,0,92,82,0
17,8134,1,Bf,0,6,155,1
34,8134,1,Bf,0,25,84,0
42,8134,2,Bf,0,14,570,5
50,8134,1,Bf,0,9,67,0
51,8134,1,Bf,0,2,62,0
57,8134,1,Bf,0,4,224,2
66,8134,1,Bf,0,11,212,2
71,8134,1,Bf,0,173,61,0
