news_no,user_no,user_spread_news_no_times,user_number_of_followers,following_accounts_number,fake_news,news_total_spread_no,user_total_fake_news_spread,user_total_news_spread,user_total_real_news_spread,user_total_probability_sharing_fake_news,user_total_probability_sharing_real_news
42,7102,1,4,4,0,735,0,1,1,0.0,1.0
45,7103,1,5,1,0,1396,0,6,6,0.0,1.0
57,7103,1,5,1,0,232,0,6,6,0.0,1.0
64,7103,1,5,1,0,356,0,6,6,0.0,1.0
66,7103,1,5,1,0,221,0,6,6,0.0,1.0
73,7103,2,5,1,0,234,0,6,6,0.0,1.0
56,7104,1,1,2,0,306,0,1,1,0.0,1.0
98,7105,1,4,2,1,157,2,2,0,1.0,0.0
106,7105,1,4,2,1,157,2,2,0,1.0,0.0
93,7106,1,0,1,1,840,2,2,0,1.0,0.0
180,7106,1,0,1,1,1214,2,2,0,1.0,0.0
6,7107,1,4,0,0,521,0,1,1,0.0,1.0
147,7108,1,16,2,1,49,2,2,0,1.0,0.0
169,7108,1,16,2,1,219,2,2,0,1.0,0.0
169,7109,1,5,0,1,219,1,1,0,1.0,0.0
34,7110,1,6,0,0,90,0,1,1,0.0,1.0
6,7111,1,34,82,0,521,0,1,1,0.0,1.0
180,7112,1,12,0,1,1214,1,1,0,1.0,0.0
72,7113,1,1,1,0,734,0,1,1,0.0,1.0
153,7114,1,5,0,1,957,1,1,0,1.0,0.0
180,7115,1,19,10,1,1214,1,1,0,1.0,0.0
115,7116,1,2,1,1,243,2,2,0,1.0,0.0
171,7116,1,2,1,1,648,2,2,0,1.0,0.0
2,7117,1,48,15,0,64,0,7,7,0.0,1.0
5,7117,1,48,15,0,100,0,7,7,0.0,1.0
9,7117,1,48,15,0,95,0,7,7,0.0,1.0
17,7117,1,48,15,0,188,0,7,7,0.0,1.0
23,7117,1,48,15,0,284,0,7,7,0.0,1.0
57,7117,1,48,15,0,232,0,7,7,0.0,1.0
86,7117,1,48,15,0,72,0,7,7,0.0,1.0
32,7118,1,97,89,0,1228,0,1,1,0.0,1.0
113,7119,1,38,2,1,136,1,1,0,1.0,0.0
171,7120,1,31,2,1,648,1,1,0,1.0,0.0
45,7121,1,7,51,0,1396,0,1,1,0.0,1.0
153,7122,1,113,99,1,957,1,1,0,1.0,0.0
16,7123,1,9,0,0,147,0,1,1,0.0,1.0
23,7124,1,7,7,0,284,0,3,3,0.0,1.0
45,7124,1,7,7,0,1396,0,3,3,0.0,1.0
64,7124,1,7,7,0,356,0,3,3,0.0,1.0
10,7125,1,15,0,0,262,0,6,6,0.0,1.0
13,7125,2,15,0,0,273,0,6,6,0.0,1.0
21,7125,1,15,0,0,94,0,6,6,0.0,1.0
41,7125,1,15,0,0,119,0,6,6,0.0,1.0
42,7125,1,15,0,0,735,0,6,6,0.0,1.0
180,7126,1,62,64,1,1214,1,1,0,1.0,0.0
35,7127,1,96,104,0,14,0,1,1,0.0,1.0
45,7128,2,116,113,0,1396,0,6,6,0.0,1.0
57,7128,1,116,113,0,232,0,6,6,0.0,1.0
64,7128,1,116,113,0,356,0,6,6,0.0,1.0
66,7128,1,116,113,0,221,0,6,6,0.0,1.0
73,7128,1,116,113,0,234,0,6,6,0.0,1.0
45,7129,3,1,0,0,1396,0,3,3,0.0,1.0
32,7130,2,63,67,0,1228,0,2,2,0.0,1.0
34,7131,1,82,138,0,90,0,1,1,0.0,1.0
6,7132,1,34,21,0,521,0,1,1,0.0,1.0
150,7133,1,1,1,1,337,1,1,0,1.0,0.0
122,7134,1,2,54,1,184,1,1,0,1.0,0.0
91,7135,2,1,0,0,627,0,2,2,0.0,1.0
93,7136,1,2,1,1,840,1,1,0,1.0,0.0
138,7137,1,105,209,1,385,1,1,0,1.0,0.0
124,7138,1,3,3,1,248,1,1,0,1.0,0.0
142,7139,1,11,2,1,271,1,1,0,1.0,0.0
72,7140,1,4,5,0,734,0,1,1,0.0,1.0
168,7141,1,134,140,1,744,2,2,0,1.0,0.0
180,7141,1,134,140,1,1214,2,2,0,1.0,0.0
124,7142,1,27,14,1,248,1,1,0,1.0,0.0
93,7143,2,9,4,1,840,2,2,0,1.0,0.0
45,7144,1,60,49,0,1396,0,1,1,0.0,1.0
150,7145,1,5,4,1,337,2,2,0,1.0,0.0
154,7145,1,5,4,1,135,2,2,0,1.0,0.0
150,7146,1,1,1,1,337,1,1,0,1.0,0.0
72,7147,1,135,112,0,734,0,1,1,0.0,1.0
45,7148,1,3,3,0,1396,0,1,1,0.0,1.0
171,7149,1,1,0,1,648,3,3,0,1.0,0.0
180,7149,2,1,0,1,1214,3,3,0,1.0,0.0
72,7150,1,5,0,0,734,0,1,1,0.0,1.0
122,7151,1,15,2,1,184,2,2,0,1.0,0.0
171,7151,1,15,2,1,648,2,2,0,1.0,0.0
11,7152,1,22,5,0,11,32,41,9,0.78,0.22
14,7152,2,22,5,0,9,32,41,9,0.78,0.22
26,7152,1,22,5,0,10,32,41,9,0.78,0.22
32,7152,1,22,5,0,1228,32,41,9,0.78,0.22
33,7152,1,22,5,0,12,32,41,9,0.78,0.22
36,7152,1,22,5,0,8,32,41,9,0.78,0.22
58,7152,1,22,5,0,66,32,41,9,0.78,0.22
78,7152,1,22,5,0,90,32,41,9,0.78,0.22
93,7152,11,22,5,1,840,32,41,9,0.78,0.22
156,7152,1,22,5,1,6,32,41,9,0.78,0.22
158,7152,1,22,5,1,11,32,41,9,0.78,0.22
159,7152,1,22,5,1,13,32,41,9,0.78,0.22
160,7152,1,22,5,1,62,32,41,9,0.78,0.22
161,7152,1,22,5,1,12,32,41,9,0.78,0.22
164,7152,1,22,5,1,11,32,41,9,0.78,0.22
165,7152,3,22,5,1,10,32,41,9,0.78,0.22
172,7152,1,22,5,1,27,32,41,9,0.78,0.22
174,7152,2,22,5,1,24,32,41,9,0.78,0.22
175,7152,1,22,5,1,42,32,41,9,0.78,0.22
176,7152,1,22,5,1,7,32,41,9,0.78,0.22
177,7152,3,22,5,1,25,32,41,9,0.78,0.22
178,7152,2,22,5,1,10,32,41,9,0.78,0.22
179,7152,1,22,5,1,28,32,41,9,0.78,0.22
182,7152,1,22,5,1,18,32,41,9,0.78,0.22
122,7153,1,15,5,1,184,2,2,0,1.0,0.0
168,7153,1,15,5,1,744,2,2,0,1.0,0.0
153,7154,1,15,5,1,957,1,1,0,1.0,0.0
64,7155,1,8,3,0,356,0,1,1,0.0,1.0
72,7156,1,20,2,0,734,0,1,1,0.0,1.0
125,7157,1,103,102,1,212,4,4,0,1.0,0.0
163,7157,1,103,102,1,50,4,4,0,1.0,0.0
171,7157,1,103,102,1,648,4,4,0,1.0,0.0
181,7157,1,103,102,1,412,4,4,0,1.0,0.0
168,7158,1,2,1,1,744,1,1,0,1.0,0.0
95,7159,1,10,4,1,552,6,6,0,1.0,0.0
104,7159,2,10,4,1,47,6,6,0,1.0,0.0
122,7159,1,10,4,1,184,6,6,0,1.0,0.0
130,7159,2,10,4,1,47,6,6,0,1.0,0.0
32,7160,1,1,0,0,1228,0,1,1,0.0,1.0
91,7161,1,42,8,0,627,0,1,1,0.0,1.0
52,7162,1,16,1059,0,37,0,1,1,0.0,1.0
143,7163,1,7,1,1,79,1,1,0,1.0,0.0
45,7164,1,7,0,0,1396,0,1,1,0.0,1.0
113,7165,1,15,5,1,136,3,3,0,1.0,0.0
122,7165,1,15,5,1,184,3,3,0,1.0,0.0
125,7165,1,15,5,1,212,3,3,0,1.0,0.0
6,7166,1,44,41,0,521,0,1,1,0.0,1.0
153,7167,1,88,85,1,957,1,1,0,1.0,0.0
19,7168,1,12,8,0,41,0,3,3,0.0,1.0
78,7168,1,12,8,0,90,0,3,3,0.0,1.0
89,7168,1,12,8,0,289,0,3,3,0.0,1.0
6,7169,1,10,1,0,521,0,1,1,0.0,1.0
64,7170,1,0,1,0,356,0,1,1,0.0,1.0
151,7171,1,7,2,1,164,1,1,0,1.0,0.0
45,7172,1,47,50,0,1396,0,5,5,0.0,1.0
57,7172,1,47,50,0,232,0,5,5,0.0,1.0
64,7172,1,47,50,0,356,0,5,5,0.0,1.0
66,7172,1,47,50,0,221,0,5,5,0.0,1.0
73,7172,1,47,50,0,234,0,5,5,0.0,1.0
72,7173,1,13,0,0,734,0,1,1,0.0,1.0
91,7174,1,759,677,0,627,0,1,1,0.0,1.0
32,7175,1,11,0,0,1228,0,1,1,0.0,1.0
93,7176,1,53,37,1,840,1,1,0,1.0,0.0
20,7177,1,56,43,0,20,0,3,3,0.0,1.0
42,7177,1,56,43,0,735,0,3,3,0.0,1.0
89,7177,1,56,43,0,289,0,3,3,0.0,1.0
72,7178,2,139,99,0,734,0,2,2,0.0,1.0
46,7179,1,9,0,0,315,0,1,1,0.0,1.0
32,7180,1,5,3,0,1228,0,1,1,0.0,1.0
13,7181,1,28,506,0,273,0,1,1,0.0,1.0
45,7182,1,51,42,0,1396,0,1,1,0.0,1.0
72,7183,1,8,2,0,734,0,1,1,0.0,1.0
72,7184,1,1,0,0,734,0,1,1,0.0,1.0
18,7185,1,6,0,0,148,0,1,1,0.0,1.0
95,7186,2,10,2,1,552,9,9,0,1.0,0.0
125,7186,1,10,2,1,212,9,9,0,1.0,0.0
126,7186,1,10,2,1,440,9,9,0,1.0,0.0
141,7186,1,10,2,1,128,9,9,0,1.0,0.0
142,7186,1,10,2,1,271,9,9,0,1.0,0.0
169,7186,2,10,2,1,219,9,9,0,1.0,0.0
171,7186,1,10,2,1,648,9,9,0,1.0,0.0
112,7187,1,3,3,1,89,1,1,0,1.0,0.0
163,7188,1,116,118,1,50,1,1,0,1.0,0.0
126,7189,1,120,108,1,440,1,1,0,1.0,0.0
148,7190,1,16,9,1,127,1,1,0,1.0,0.0
10,7191,1,151,87,0,262,0,2,2,0.0,1.0
87,7191,1,151,87,0,823,0,2,2,0.0,1.0
46,7192,1,2,1,0,315,0,1,1,0.0,1.0
180,7193,4,39,4,1,1214,4,4,0,1.0,0.0
1,7194,1,10,5,0,13,9,10,1,0.9,0.1
140,7194,7,10,5,1,1193,9,10,1,0.9,0.1
176,7194,1,10,5,1,7,9,10,1,0.9,0.1
179,7194,1,10,5,1,28,9,10,1,0.9,0.1
45,7195,1,3,1,0,1396,0,1,1,0.0,1.0
93,7196,1,46,21,1,840,1,1,0,1.0,0.0
180,7197,1,82,69,1,1214,1,1,0,1.0,0.0
45,7198,1,8,0,0,1396,0,1,1,0.0,1.0
151,7199,1,15,0,1,164,1,1,0,1.0,0.0
32,7200,1,31,16,0,1228,0,1,1,0.0,1.0
50,7201,1,18,10,0,71,0,1,1,0.0,1.0
45,7202,1,3,3,0,1396,0,1,1,0.0,1.0
126,7203,1,1,0,1,440,1,1,0,1.0,0.0
138,7204,2,43,188,1,385,2,2,0,1.0,0.0
180,7205,1,58,16,1,1214,1,1,0,1.0,0.0
32,7206,1,4,0,0,1228,0,1,1,0.0,1.0
153,7207,1,32,0,1,957,1,1,0,1.0,0.0
180,7208,2,1,0,1,1214,3,3,0,1.0,0.0
181,7208,1,1,0,1,412,3,3,0,1.0,0.0
32,7209,1,2,1,0,1228,0,1,1,0.0,1.0
89,7210,1,29,28,0,289,0,1,1,0.0,1.0
16,7211,2,11,2,0,147,0,2,2,0.0,1.0
93,7212,1,8,1,1,840,1,1,0,1.0,0.0
94,7213,1,89,62,1,8,3,3,0,1.0,0.0
95,7213,1,89,62,1,552,3,3,0,1.0,0.0
181,7213,1,89,62,1,412,3,3,0,1.0,0.0
92,7214,1,2,2,1,13,1,1,0,1.0,0.0
32,7215,1,10,1,0,1228,0,1,1,0.0,1.0
91,7216,1,13,6,0,627,0,1,1,0.0,1.0
153,7217,1,11,0,1,957,1,1,0,1.0,0.0
153,7218,1,4,0,1,957,1,1,0,1.0,0.0
48,7219,1,24,4,0,49,0,1,1,0.0,1.0
148,7220,2,11,1,1,127,2,2,0,1.0,0.0
140,7221,1,5,1,1,1193,1,1,0,1.0,0.0
87,7222,1,40,9,0,823,0,1,1,0.0,1.0
100,7223,1,9,2,1,138,1,1,0,1.0,0.0
91,7224,1,5,0,0,627,0,1,1,0.0,1.0
72,7225,1,27,9,0,734,0,1,1,0.0,1.0
32,7226,1,164,113,0,1228,0,1,1,0.0,1.0
148,7227,1,12,2,1,127,1,1,0,1.0,0.0
171,7228,1,14,2,1,648,1,1,0,1.0,0.0
125,7229,1,110,43,1,212,2,2,0,1.0,0.0
138,7229,1,110,43,1,385,2,2,0,1.0,0.0
140,7230,1,2,0,1,1193,1,1,0,1.0,0.0
140,7231,1,35,16,1,1193,5,5,0,1.0,0.0
168,7231,1,35,16,1,744,5,5,0,1.0,0.0
180,7231,2,35,16,1,1214,5,5,0,1.0,0.0
181,7231,1,35,16,1,412,5,5,0,1.0,0.0
82,7232,1,56,16,0,108,0,1,1,0.0,1.0
72,7233,1,2,0,0,734,0,1,1,0.0,1.0
181,7234,1,379,352,1,412,1,1,0,1.0,0.0
168,7235,1,0,1,1,744,2,2,0,1.0,0.0
181,7235,1,0,1,1,412,2,2,0,1.0,0.0
6,7236,2,10,0,0,521,0,2,2,0.0,1.0
180,7237,1,22,22,1,1214,1,1,0,1.0,0.0
95,7238,1,10,1,1,552,7,7,0,1.0,0.0
105,7238,1,10,1,1,119,7,7,0,1.0,0.0
140,7238,1,10,1,1,1193,7,7,0,1.0,0.0
141,7238,1,10,1,1,128,7,7,0,1.0,0.0
142,7238,1,10,1,1,271,7,7,0,1.0,0.0
169,7238,1,10,1,1,219,7,7,0,1.0,0.0
179,7238,1,10,1,1,28,7,7,0,1.0,0.0
45,7239,1,8,7,0,1396,0,1,1,0.0,1.0
138,7240,1,2,0,1,385,1,1,0,1.0,0.0
6,7241,1,64,64,0,521,0,1,1,0.0,1.0
45,7242,1,880,833,0,1396,0,1,1,0.0,1.0
168,7243,1,20,0,1,744,1,1,0,1.0,0.0
93,7244,1,53,4,1,840,1,1,0,1.0,0.0
18,7245,1,139,107,0,148,0,1,1,0.0,1.0
44,7246,1,0,4,0,112,0,1,1,0.0,1.0
45,7247,1,7,0,0,1396,0,1,1,0.0,1.0
181,7248,1,1,0,1,412,1,1,0,1.0,0.0
140,7249,1,1,0,1,1193,1,1,0,1.0,0.0
112,7250,1,36,17,1,89,3,3,0,1.0,0.0
162,7250,1,36,17,1,101,3,3,0,1.0,0.0
181,7250,1,36,17,1,412,3,3,0,1.0,0.0
32,7251,1,0,1,0,1228,0,1,1,0.0,1.0
153,7252,1,22,23,1,957,1,1,0,1.0,0.0
56,7253,1,17,1,0,306,0,1,1,0.0,1.0
180,7254,1,73,67,1,1214,1,1,0,1.0,0.0
180,7255,1,5,0,1,1214,1,1,0,1.0,0.0
42,7256,1,25,9,0,735,0,2,2,0.0,1.0
57,7256,1,25,9,0,232,0,2,2,0.0,1.0
6,7257,1,42,4,0,521,0,1,1,0.0,1.0
29,7258,1,62,68,0,46,1,2,1,0.5,0.5
146,7258,1,62,68,1,75,1,2,1,0.5,0.5
23,7259,1,14,609,0,284,0,3,3,0.0,1.0
57,7259,1,14,609,0,232,0,3,3,0.0,1.0
66,7259,1,14,609,0,221,0,3,3,0.0,1.0
93,7260,1,70,64,1,840,2,2,0,1.0,0.0
180,7260,1,70,64,1,1214,2,2,0,1.0,0.0
140,7261,1,20,7,1,1193,1,1,0,1.0,0.0
32,7262,1,5,12,0,1228,0,1,1,0.0,1.0
142,7263,1,12,0,1,271,1,1,0,1.0,0.0
181,7264,1,48,25,1,412,1,1,0,1.0,0.0
2,7265,1,118,107,0,64,0,18,18,0.0,1.0
3,7265,1,118,107,0,59,0,18,18,0.0,1.0
5,7265,1,118,107,0,100,0,18,18,0.0,1.0
7,7265,1,118,107,0,87,0,18,18,0.0,1.0
9,7265,1,118,107,0,95,0,18,18,0.0,1.0
17,7265,1,118,107,0,188,0,18,18,0.0,1.0
34,7265,1,118,107,0,90,0,18,18,0.0,1.0
42,7265,2,118,107,0,735,0,18,18,0.0,1.0
50,7265,1,118,107,0,71,0,18,18,0.0,1.0
51,7265,1,118,107,0,68,0,18,18,0.0,1.0
57,7265,1,118,107,0,232,0,18,18,0.0,1.0
66,7265,1,118,107,0,221,0,18,18,0.0,1.0
71,7265,1,118,107,0,64,0,18,18,0.0,1.0
73,7265,1,118,107,0,234,0,18,18,0.0,1.0
80,7265,1,118,107,0,253,0,18,18,0.0,1.0
85,7265,1,118,107,0,49,0,18,18,0.0,1.0
86,7265,1,118,107,0,72,0,18,18,0.0,1.0
153,7266,1,34,22,1,957,1,1,0,1.0,0.0
153,7267,1,98,75,1,957,1,1,0,1.0,0.0
153,7268,1,10,1,1,957,1,1,0,1.0,0.0
45,7269,1,20,4,0,1396,0,1,1,0.0,1.0
32,7270,1,559,514,0,1228,0,1,1,0.0,1.0
155,7271,1,138,119,1,65,1,1,0,1.0,0.0
87,7272,1,33,24,0,823,0,1,1,0.0,1.0
127,7273,1,121,123,1,379,1,1,0,1.0,0.0
89,7274,1,1,0,0,289,0,1,1,0.0,1.0
153,7275,1,8,4,1,957,1,1,0,1.0,0.0
110,7276,1,3,0,1,128,2,2,0,1.0,0.0
171,7276,1,3,0,1,648,2,2,0,1.0,0.0
34,7277,2,3,0,0,90,0,2,2,0.0,1.0
13,7278,1,14,1,0,273,0,2,2,0.0,1.0
48,7278,1,14,1,0,49,0,2,2,0.0,1.0
87,7279,1,200,205,0,823,0,2,2,0.0,1.0
91,7279,1,200,205,0,627,0,2,2,0.0,1.0
95,7280,1,33,2,1,552,5,5,0,1.0,0.0
110,7280,1,33,2,1,128,5,5,0,1.0,0.0
126,7280,1,33,2,1,440,5,5,0,1.0,0.0
138,7280,2,33,2,1,385,5,5,0,1.0,0.0
56,7281,2,2,0,0,306,0,2,2,0.0,1.0
95,7282,1,37,14,1,552,1,1,0,1.0,0.0
91,7283,1,108,103,0,627,0,1,1,0.0,1.0
91,7284,1,90,93,0,627,0,1,1,0.0,1.0
153,7285,1,2,0,1,957,1,1,0,1.0,0.0
136,7286,1,2,4,1,91,1,1,0,1.0,0.0
180,7287,1,10,0,1,1214,1,1,0,1.0,0.0
87,7288,1,2,1,0,823,0,1,1,0.0,1.0
107,7289,1,8,2,1,54,3,3,0,1.0,0.0
168,7289,2,8,2,1,744,3,3,0,1.0,0.0
180,7290,1,63,49,1,1214,1,1,0,1.0,0.0
93,7291,1,146,126,1,840,1,1,0,1.0,0.0
78,7292,1,1,0,0,90,0,1,1,0.0,1.0
40,7293,1,93,52,0,12,0,2,2,0.0,1.0
46,7293,1,93,52,0,315,0,2,2,0.0,1.0
95,7294,1,31,18,1,552,1,1,0,1.0,0.0
17,7295,1,14,13,0,188,0,1,1,0.0,1.0
168,7296,1,52,19,1,744,1,1,0,1.0,0.0
181,7297,1,13,0,1,412,1,1,0,1.0,0.0
36,7298,1,25,0,0,8,1,2,1,0.5,0.5
160,7298,1,25,0,1,62,1,2,1,0.5,0.5
180,7299,1,46,45,1,1214,1,1,0,1.0,0.0
136,7300,1,19,2,1,91,1,1,0,1.0,0.0
42,7301,1,2,0,0,735,0,1,1,0.0,1.0
91,7302,1,55,61,0,627,0,1,1,0.0,1.0
153,7303,1,34,14,1,957,1,1,0,1.0,0.0
168,7304,1,1,0,1,744,1,1,0,1.0,0.0
168,7305,1,2,0,1,744,1,1,0,1.0,0.0
100,7306,1,32,32,1,138,1,1,0,1.0,0.0
168,7307,1,6,1,1,744,1,1,0,1.0,0.0
13,7308,1,150,58,0,273,0,2,2,0.0,1.0
17,7308,1,150,58,0,188,0,2,2,0.0,1.0
140,7309,1,9,2,1,1193,1,1,0,1.0,0.0
168,7310,1,86,98,1,744,1,1,0,1.0,0.0
93,7311,1,3,2,1,840,1,1,0,1.0,0.0
42,7312,1,2,1,0,735,0,1,1,0.0,1.0
150,7313,1,148,141,1,337,1,1,0,1.0,0.0
136,7314,1,77,82,1,91,1,1,0,1.0,0.0
93,7315,1,16,1,1,840,1,1,0,1.0,0.0
140,7316,2,1,4,1,1193,2,2,0,1.0,0.0
180,7317,1,205,168,1,1214,1,1,0,1.0,0.0
32,7318,1,34,35,0,1228,0,1,1,0.0,1.0
140,7319,1,8,0,1,1193,1,1,0,1.0,0.0
93,7320,1,5,0,1,840,19,19,0,1.0,0.0
113,7320,4,5,0,1,136,19,19,0,1.0,0.0
115,7320,3,5,0,1,243,19,19,0,1.0,0.0
122,7320,3,5,0,1,184,19,19,0,1.0,0.0
126,7320,2,5,0,1,440,19,19,0,1.0,0.0
133,7320,1,5,0,1,8,19,19,0,1.0,0.0
148,7320,1,5,0,1,127,19,19,0,1.0,0.0
162,7320,1,5,0,1,101,19,19,0,1.0,0.0
168,7320,3,5,0,1,744,19,19,0,1.0,0.0
181,7321,1,1,11,1,412,1,1,0,1.0,0.0
32,7322,2,24,17,0,1228,0,2,2,0.0,1.0
17,7323,1,9,0,0,188,0,1,1,0.0,1.0
16,7324,1,4,1,0,147,0,1,1,0.0,1.0
23,7325,1,65,4,0,284,0,6,6,0.0,1.0
45,7325,1,65,4,0,1396,0,6,6,0.0,1.0
57,7325,1,65,4,0,232,0,6,6,0.0,1.0
64,7325,1,65,4,0,356,0,6,6,0.0,1.0
66,7325,1,65,4,0,221,0,6,6,0.0,1.0
73,7325,1,65,4,0,234,0,6,6,0.0,1.0
180,7326,1,6,7,1,1214,1,1,0,1.0,0.0
91,7327,1,1,0,0,627,0,1,1,0.0,1.0
142,7328,1,9,4,1,271,1,1,0,1.0,0.0
181,7329,1,3,0,1,412,2,2,0,1.0,0.0
182,7329,1,3,0,1,18,2,2,0,1.0,0.0
72,7330,2,6,1,0,734,0,2,2,0.0,1.0
72,7331,1,11,5,0,734,0,1,1,0.0,1.0
180,7332,1,12,1,1,1214,1,1,0,1.0,0.0
72,7333,1,3,8,0,734,0,1,1,0.0,1.0
42,7334,1,113,88,0,735,0,1,1,0.0,1.0
140,7335,1,103,90,1,1193,1,1,0,1.0,0.0
56,7336,1,1,2,0,306,2,3,1,0.67,0.33
124,7336,1,1,2,1,248,2,3,1,0.67,0.33
151,7336,1,1,2,1,164,2,3,1,0.67,0.33
78,7337,1,1147,1026,0,90,0,1,1,0.0,1.0
140,7338,1,3,3,1,1193,1,1,0,1.0,0.0
10,7339,2,8,2,0,262,0,6,6,0.0,1.0
13,7339,1,8,2,0,273,0,6,6,0.0,1.0
41,7339,1,8,2,0,119,0,6,6,0.0,1.0
42,7339,1,8,2,0,735,0,6,6,0.0,1.0
67,7339,1,8,2,0,13,0,6,6,0.0,1.0
153,7340,1,8,0,1,957,1,1,0,1.0,0.0
153,7341,1,15,12,1,957,1,1,0,1.0,0.0
180,7342,1,5,1,1,1214,1,1,0,1.0,0.0
45,7343,1,6,0,0,1396,0,1,1,0.0,1.0
95,7344,1,19,1,1,552,1,1,0,1.0,0.0
115,7345,2,10,0,1,243,2,2,0,1.0,0.0
72,7346,1,81,48,0,734,0,1,1,0.0,1.0
153,7347,1,95,86,1,957,1,1,0,1.0,0.0
142,7348,1,56,26,1,271,1,1,0,1.0,0.0
124,7349,1,17,5,1,248,1,1,0,1.0,0.0
72,7350,1,1,2,0,734,0,1,1,0.0,1.0
58,7351,1,139,133,0,66,0,1,1,0.0,1.0
126,7352,1,6,1,1,440,4,4,0,1.0,0.0
136,7352,1,6,1,1,91,4,4,0,1.0,0.0
140,7352,1,6,1,1,1193,4,4,0,1.0,0.0
171,7352,1,6,1,1,648,4,4,0,1.0,0.0
120,7353,2,10,1,1,52,5,5,0,1.0,0.0
144,7353,2,10,1,1,52,5,5,0,1.0,0.0
168,7353,1,10,1,1,744,5,5,0,1.0,0.0
115,7354,1,7,0,1,243,2,2,0,1.0,0.0
171,7354,1,7,0,1,648,2,2,0,1.0,0.0
95,7355,1,4,0,1,552,1,1,0,1.0,0.0
13,7356,1,64,60,0,273,0,1,1,0.0,1.0
44,7357,2,175,167,0,112,0,2,2,0.0,1.0
45,7358,1,180,177,0,1396,0,1,1,0.0,1.0
32,7359,1,90,84,0,1228,0,1,1,0.0,1.0
46,7360,1,3,89,0,315,0,1,1,0.0,1.0
56,7361,1,25,2,0,306,0,1,1,0.0,1.0
127,7362,1,1,0,1,379,1,1,0,1.0,0.0
41,7363,1,37,8,0,119,0,1,1,0.0,1.0
151,7364,1,66,34,1,164,1,1,0,1.0,0.0
180,7365,1,19,15,1,1214,1,1,0,1.0,0.0
82,7366,1,14,0,0,108,0,1,1,0.0,1.0
45,7367,1,24,7,0,1396,0,1,1,0.0,1.0
45,7368,1,127,117,0,1396,0,1,1,0.0,1.0
112,7369,1,7,7,1,89,3,3,0,1.0,0.0
126,7369,1,7,7,1,440,3,3,0,1.0,0.0
143,7369,1,7,7,1,79,3,3,0,1.0,0.0
20,7370,2,3,3,0,20,0,2,2,0.0,1.0
91,7371,1,37,20,0,627,0,1,1,0.0,1.0
45,7372,1,56,25,0,1396,0,1,1,0.0,1.0
10,7373,1,22,21,0,262,0,5,5,0.0,1.0
21,7373,1,22,21,0,94,0,5,5,0.0,1.0
41,7373,1,22,21,0,119,0,5,5,0.0,1.0
42,7373,1,22,21,0,735,0,5,5,0.0,1.0
44,7373,1,22,21,0,112,0,5,5,0.0,1.0
93,7374,1,20,5,1,840,1,1,0,1.0,0.0
45,7375,1,1,0,0,1396,0,1,1,0.0,1.0
72,7376,1,0,1,0,734,0,1,1,0.0,1.0
153,7377,1,4,2,1,957,1,1,0,1.0,0.0
45,7378,1,8,0,0,1396,0,1,1,0.0,1.0
77,7379,1,85,88,0,98,0,1,1,0.0,1.0
115,7380,1,36,1,1,243,1,1,0,1.0,0.0
105,7381,2,3,2,1,119,2,2,0,1.0,0.0
127,7382,1,1,3,1,379,1,1,0,1.0,0.0
2,7383,4,8,1,0,64,0,16,16,0.0,1.0
5,7383,2,8,1,0,100,0,16,16,0.0,1.0
9,7383,2,8,1,0,95,0,16,16,0.0,1.0
42,7383,4,8,1,0,735,0,16,16,0.0,1.0
66,7383,2,8,1,0,221,0,16,16,0.0,1.0
72,7383,2,8,1,0,734,0,16,16,0.0,1.0
45,7384,1,18,0,0,1396,0,1,1,0.0,1.0
13,7385,1,10,6,0,273,0,1,1,0.0,1.0
150,7386,1,1,0,1,337,1,1,0,1.0,0.0
168,7387,4,4,0,1,744,6,6,0,1.0,0.0
180,7387,2,4,0,1,1214,6,6,0,1.0,0.0
45,7388,1,54,33,0,1396,0,1,1,0.0,1.0
91,7389,1,2,0,0,627,0,1,1,0.0,1.0
16,7390,1,30,2,0,147,0,1,1,0.0,1.0
171,7391,1,7,2,1,648,1,1,0,1.0,0.0
45,7392,1,3,2,0,1396,0,1,1,0.0,1.0
138,7393,1,52,42,1,385,1,1,0,1.0,0.0
90,7394,1,1,2,0,19,0,1,1,0.0,1.0
34,7395,1,10,0,0,90,0,1,1,0.0,1.0
13,7396,1,6,12,0,273,0,1,1,0.0,1.0
115,7397,1,18,4,1,243,1,1,0,1.0,0.0
140,7398,1,109,97,1,1193,1,1,0,1.0,0.0
72,7399,1,25,341,0,734,0,1,1,0.0,1.0
45,7400,1,25,12,0,1396,0,1,1,0.0,1.0
124,7401,1,21,26,1,248,3,3,0,1.0,0.0
150,7401,2,21,26,1,337,3,3,0,1.0,0.0
6,7402,1,16,12,0,521,0,1,1,0.0,1.0
48,7403,1,14,0,0,49,0,1,1,0.0,1.0
171,7404,1,1,0,1,648,1,1,0,1.0,0.0
56,7405,1,2,0,0,306,0,1,1,0.0,1.0
138,7406,1,65,56,1,385,1,1,0,1.0,0.0
153,7407,1,62,36,1,957,1,1,0,1.0,0.0
168,7408,1,25,12,1,744,1,1,0,1.0,0.0
6,7409,1,1,1,0,521,0,1,1,0.0,1.0
52,7410,1,44,53,0,37,0,1,1,0.0,1.0
95,7411,1,5,4,1,552,1,1,0,1.0,0.0
126,7412,1,16,4,1,440,1,1,0,1.0,0.0
